,date,team,player,injury,duration,notes,long_name,position
608,11/17/07,BOS,Andrew Ference,ul,5,sprained knee (DTD),Bruins,LW
613,3/25/08,BOS,Andrew Ference,ll,1,leg injury (DTD),Bruins,LW
618,5/8/09,BOS,Andrew Ference,torso,12,lower body injury (out for season),Bruins,LW
623,1/5/10,BOS,Andrew Ference,ul,1,groin injury (DTD),Bruins,LW
628,1/15/11,BOS,Andrew Ference,torso,413,upper body / hip (CBC) injury (DTD),Bruins,LW
633,10/25/16,BOS,Anton Khudobin,torso,25,placed on IR with upper body injury,Bruins,G
634,10/10/16,BOS,Austin Czarnik,head,1,placed on IR with concussion,Bruins,C
635,2/7/17,BOS,Austin Czarnik,torso,16,placed on IR with lower body injury,Bruins,C
636,3/11/12,BOS,Benoit Pouliot,torso,6,lower body injury (DTD),Bruins,LW
637,10/6/07,BOS,Bobby Allen,back,164,back spasms (DTD),Bruins,RW
639,2/6/13,BOS,Brad Marchand,torso,4,upper body injury (DTD),Bruins,LW
640,4/11/13,BOS,Brad Marchand,head,914,concussion (DTD),Bruins,LW
641,3/4/15,BOS,Brett Connolly,la,1,fractured right finger (out indefinitely),Bruins,RW
642,3/31/16,BOS,Brett Connolly,torso,365,lower body injury (out for season),Bruins,RW
643,10/11/16,BOS,Brian Ferlin,torso,14,placed on IR with lower body injury,Bruins,RW
644,11/1/09,BOS,Byron Bitz,ul,14,groin injury (DTD),Bruins,RW
645,1/9/10,BOS,Byron Bitz,back,18,back injury (DTD),Bruins,RW
646,9/28/13,BOS,Carl Soderberg,ll,21,placed on IR with ankle injury,Bruins,RW
648,12/28/13,BOS,Carl Soderberg,head,21,concussion (DTD),Bruins,RW
650,3/14/13,BOS,Chris Kelly,ll,25,placed on IR with fractured left tibia,Bruins,RW
655,12/8/13,BOS,Chris Kelly,ll,51,placed on IR with fractured right fibula,Bruins,RW
660,11/4/15,BOS,Chris Kelly,ll,4,placed on IR with fractured femur in left leg (out for season),Bruins,RW
665,4/10/14,BOS,Chris Kelly,back,365,back injury (out for season),Bruins,RW
670,10/11/08,BOS,Chuck Kobasew,ll,28,placed on IR with fractured right leg/ankle,Bruins,RW
671,3/27/07,BOS,Chuck Kobasew,head,1,concussion (out indefinitely),Bruins,RW
672,2/13/08,BOS,Chuck Kobasew,back,10,back injury (DTD),Bruins,RW
673,2/26/08,BOS,Chuck Kobasew,ul,1,groin injury (DTD),Bruins,RW
674,3/28/08,BOS,Chuck Kobasew,ll,1,fractured left tibia (out indefinitely),Bruins,RW
675,2/12/09,BOS,Chuck Kobasew,torso,11,upper body injury (DTD),Bruins,RW
676,1/20/17,BOS,Colin Miller,torso,4,placed on IR with lower body injury,Bruins,LW
679,11/14/15,BOS,Colin Miller,torso,424,lower body injury (DTD),Bruins,LW
682,11/8/11,BOS,Daniel Paille,head,1,"broken nose, facial lacerations (DTD)",Bruins,LW
683,11/10/11,BOS,Daniel Paille,torso,1,surgery to repair facial injuries (DTD),Bruins,LW
684,12/9/11,BOS,Daniel Paille,head,10,concussion (DTD),Bruins,LW
685,3/4/12,BOS,Daniel Paille,ua,10,arm injury (DTD),Bruins,LW
686,2/2/13,BOS,Daniel Paille,head,435,eye injury (DTD),Bruins,LW
687,11/1/16,BOS,David Backes,ua,4,placed on IR with elbow injury,Bruins,C
688,10/25/16,BOS,David Backes,ua,10,elbow injury (DTD),Bruins,C
689,12/30/16,BOS,David Backes,head,53,concussion (DTD),Bruins,C
690,11/30/14,BOS,David Krejci,torso,17,placed on IR with lower body injury,Bruins,C
691,2/21/15,BOS,David Krejci,ul,33,placed on IR with torn MCL in knee,Bruins,C
692,12/28/15,BOS,David Krejci,torso,24,placed on IR with upper body injury,Bruins,C
693,5/6/10,BOS,David Krejci,la,7,broken / dislocated right wrist (out for season),Bruins,C
694,11/7/10,BOS,David Krejci,head,1,concussion (DTD),Bruins,C
695,10/11/11,BOS,David Krejci,ll,9,leg injury (DTD),Bruins,C
696,3/18/13,BOS,David Krejci,ul,1134,bruised right knee (DTD),Bruins,C
697,11/21/15,BOS,David Pastrnak,ll,37,placed on IR with foot injury,Bruins,RW
698,11/3/15,BOS,David Pastrnak,ll,1,foot injury (DTD),Bruins,RW
699,1/13/16,BOS,David Pastrnak,torso,14,upper body injury (DTD),Bruins,RW
700,12/16/16,BOS,David Pastrnak,ua,5,surgery on right elbow (DTD),Bruins,RW
701,11/7/14,BOS,David Warsofsky,ul,32,placed on IR with groin injury (date 11-10 per CBC),Bruins,RW
703,12/28/13,BOS,Dennis Seidenberg,ul,1,placed on IR with torn ACL in right knee (out for season),Bruins,RW
708,10/6/15,BOS,Dennis Seidenberg,back,37,placed on IR with surgery on back,Bruins,RW
713,4/5/10,BOS,Dennis Seidenberg,la,1,left wrist injury (DTD),Bruins,RW
718,3/29/12,BOS,Dennis Seidenberg,ll,1,leg injury (DTD),Bruins,RW
723,1/21/13,BOS,Dennis Seidenberg,torso,7,lower body injury (DTD),Bruins,RW
728,12/28/13,BOS,Dennis Seidenberg,ul,8,surgery on right knee to repair torn ACL (out for season),Bruins,RW
733,4/1/16,BOS,Dennis Seidenberg,torso,365,lower body injury (out for season),Bruins,RW
738,4/12/08,BOS,Dennis Wideman,torso,14,upper body injury (DTD),Bruins,RW
741,1/16/10,BOS,Dennis Wideman,ul,36,left knee injury (DTD),Bruins,RW
744,12/16/13,BOS,Dougie Hamilton,torso,17,placed on IR with lower body injury,Bruins,G
747,12/9/13,BOS,Dougie Hamilton,torso,3,lower body injury (DTD),Bruins,G
750,1/14/14,BOS,Dougie Hamilton,head,23,concussion (DTD),Bruins,G
753,10/11/16,BOS,Frank Vatrano,ll,66,placed on IR with foot injury,Bruins,C
754,11/21/15,BOS,Frank Vatrano,torso,3,upper body injury (DTD),Bruins,C
755,3/8/07,BOS,Glen Murray,torso,11,lower body injury (out indefinitely),Bruins,RW
757,12/22/07,BOS,Glen Murray,ul,8,hip flexor injury (DTD),Bruins,RW
759,10/6/14,BOS,Gregory Campbell,torso,10,placed on IR with strained abdominal muscle,Bruins,G
762,12/12/11,BOS,Gregory Campbell,ll,14,left foot injury (DTD),Bruins,G
765,2/24/15,BOS,Gregory Campbell,torso,54,upper body injury (DTD),Bruins,G
768,4/2/14,BOS,Jarome Iginla,torso,32,lower body injury (DTD),Bruins,RW
769,3/30/08,BOS,Jeremy Reich,head,17,head injury (DTD),Bruins,LW
770,4/22/12,BOS,Joe Corvo,ul,365,bruised left knee (out for season),Bruins,D
771,12/3/16,BOS,John-Michael Liles,head,35,placed on IR with concussion,Bruins,D
775,3/25/16,BOS,John-Michael Liles,torso,5,lower body injury (DTD),Bruins,D
779,11/28/16,BOS,John-Michael Liles,head,18,concussion (DTD),Bruins,D
783,3/27/13,BOS,Johnny Boychuk,ll,3,placed on IR with foot injury,Bruins,C
788,2/7/10,BOS,Johnny Boychuk,head,8,fractured orbital bone (DTD),Bruins,C
793,4/4/12,BOS,Johnny Boychuk,ul,1,sprained left knee (out for season),Bruins,C
798,3/23/13,BOS,Johnny Boychuk,ll,10,foot/leg injury (DTD),Bruins,C
803,11/2/13,BOS,Johnny Boychuk,torso,1,upper body injury (DTD),Bruins,C
808,3/17/14,BOS,Johnny Boychuk,ll,52,leg injury (DTD),Bruins,C
813,2/1/16,BOS,Jonas Gustavsson,head,3,placed on IR with heart ailment,Bruins,G
814,12/8/15,BOS,Joonas Kemppainen,torso,28,placed on IR with upper body injury,Bruins,RW
815,1/4/14,BOS,Jordan Caron,back,20,back injury (DTD),Bruins,RW
816,10/18/14,BOS,Kevan Miller,torso,33,placed on IR with shoulder injury,Bruins,RW
820,2/17/15,BOS,Kevan Miller,torso,288,placed on IR with shoulder injury (out for season),Bruins,RW
824,10/11/16,BOS,Kevan Miller,la,44,placed on IR with left hand injury,Bruins,RW
828,4/5/14,BOS,Kevan Miller,torso,11,body soreness (DTD),Bruins,RW
832,4/1/16,BOS,Kevan Miller,ll,4,leg injury (DTD),Bruins,RW
836,1/15/17,BOS,Kevan Miller,head,40,concussion (DTD),Bruins,RW
840,1/19/16,BOS,Landon Ferraro,torso,48,lower body injury (DTD),Bruins,C
841,9/30/09,BOS,Levi Nelson,torso,78,placed on IR with collarbone injury,Bruins,C
843,12/8/13,BOS,Loui Eriksson,head,34,placed on IR with concussion (CBS),Bruins,RW
844,10/24/13,BOS,Loui Eriksson,head,2,concussion (DTD),Bruins,RW
845,3/4/14,BOS,Loui Eriksson,ll,3,heel injury (DTD),Bruins,RW
846,1/8/15,BOS,Loui Eriksson,la,4,bruised right hand (DTD),Bruins,RW
847,11/9/07,BOS,Manny Fernandez,ul,27,placed on IR with left knee injury,Bruins,C
852,10/30/07,BOS,Manny Fernandez,ul,2,left knee injury (DTD),Bruins,C
857,1/27/09,BOS,Manny Fernandez,back,60,back injury (DTD),Bruins,C
862,10/21/09,BOS,Marc Savard,ll,1,placed on IR with fractured left foot,Bruins,C
863,2/7/11,BOS,Marc Savard,head,1,placed on IR with post-concussion syndrome,Bruins,C
865,3/25/08,BOS,Marc Savard,back,9,back injury (DTD),Bruins,C
866,5/12/09,BOS,Marc Savard,ul,1,right knee injury (DTD),Bruins,C
867,3/8/10,BOS,Marc Savard,head,321,concussion (out indefinitely),Bruins,C
868,12/13/08,BOS,Marco Sturm,head,5,placed on IR with post-concussion symptoms,Bruins,LW
869,12/20/08,BOS,Marco Sturm,ul,406,placed on IR with knee injury (out for season),Bruins,LW
870,12/12/07,BOS,Marco Sturm,head,14,eye injury (DTD),Bruins,LW
871,11/19/08,BOS,Marco Sturm,torso,1,upper body injury (DTD),Bruins,LW
872,12/18/08,BOS,Marco Sturm,ul,7,knee injury (out for season),Bruins,LW
873,1/16/10,BOS,Marco Sturm,ll,6,leg injury (DTD),Bruins,LW
875,12/16/09,BOS,Mark Stuart,torso,31,placed on IR with broken sternum,Bruins,RW
880,1/9/11,BOS,Mark Stuart,la,7,placed on IR with broken hand,Bruins,RW
885,2/1/10,BOS,Mark Stuart,la,310,broken right pinky finger (DTD),Bruins,RW
890,4/18/14,BOS,Matt Bartkowski,la,18,wrist injury (DTD),Bruins,LW
891,12/14/16,BOS,Matt Beleskey,ul,37,placed on IR with right knee injury,Bruins,LW
892,10/21/15,BOS,Matt Beleskey,torso,10,upper body injury (DTD),Bruins,LW
893,4/14/16,BOS,Matt Beleskey,la,1,surgery on left hand (out for season),Bruins,LW
894,12/4/16,BOS,Matt Beleskey,ul,7,right hip injury (DTD),Bruins,LW
895,4/18/09,BOS,Matt Hunwick,torso,66,spleen injury (out for season),Bruins,D
896,3/13/12,BOS,Maxime Sauve,ul,36,hip injury (DTD),Bruins,LW
897,2/6/09,BOS,Michael Ryder,torso,6,fracture facial bone (DTD),Bruins,RW
898,10/18/09,BOS,Milan Lucic,la,32,placed on IR with broken finger,Bruins,LW
899,12/15/09,BOS,Milan Lucic,ll,23,placed on IR high left ankle sprain,Bruins,LW
900,11/24/07,BOS,Milan Lucic,head,11,head injury (DTD),Bruins,LW
901,2/5/09,BOS,Milan Lucic,ll,1,foot injury (DTD),Bruins,LW
902,2/28/09,BOS,Milan Lucic,torso,1,upper body injury (DTD),Bruins,LW
903,10/17/09,BOS,Milan Lucic,la,12,broken finger (out indefinitely),Bruins,LW
904,11/26/09,BOS,Milan Lucic,ll,8,high left ankle sprain (DTD),Bruins,LW
905,2/12/10,BOS,Miroslav Satan,la,7,right hand injury (DTD),Bruins,RW
906,3/11/10,BOS,Miroslav Satan,ul,23,groin injury (DTD),Bruins,RW
907,2/17/12,BOS,Nathan Horton,head,1,placed on IR with concussion (out for season),Bruins,RW
908,4/21/13,BOS,Nathan Horton,torso,53,upper body injury (out indefinitely),Bruins,RW
909,11/19/16,BOS,Noel Acciari,torso,18,placed on IR with lower body injury,Bruins,C
910,11/8/16,BOS,Noel Acciari,torso,51,lower body injury (DTD),Bruins,C
911,3/8/07,BOS,P.J. Axelsson,la,1,broken wrist (out indefinitely),Bruins,LW
912,1/12/08,BOS,P.J. Axelsson,ll,59,foot injury (DTD),Bruins,LW
913,12/31/08,BOS,Patrice Bergeron,head,1,placed on IR with concussion,Bruins,C
914,10/27/07,BOS,Patrice Bergeron,head,1,concussion (left game),Bruins,C
915,4/10/09,BOS,Patrice Bergeron,ll,13,right foot injury (DTD),Bruins,C
916,1/5/10,BOS,Patrice Bergeron,la,6,fractured right thumb (DTD),Bruins,C
917,3/2/10,BOS,Patrice Bergeron,ul,1,groin injury (DTD),Bruins,C
918,5/7/11,BOS,Patrice Bergeron,head,2,concussion (DTD),Bruins,C
919,3/11/12,BOS,Patrice Bergeron,ll,1,foot injury (DTD),Bruins,C
920,4/3/13,BOS,Patrice Bergeron,head,14,concussion (DTD),Bruins,C
921,10/12/16,BOS,Patrice Bergeron,torso,32,lower body injury (DTD),Bruins,C
922,2/7/08,BOS,Peter Schaefer,ll,39,bruised shin (DTD),Bruins,G
923,2/27/09,BOS,Petteri Nokelainen,head,1,placed on IR with eye injury,Bruins,C
924,12/13/08,BOS,Petteri Nokelainen,ua,4,arm injury (DTD),Bruins,C
925,2/12/09,BOS,Petteri Nokelainen,head,17,eye contusion (DTD),Bruins,C
926,4/11/09,BOS,Phil Kessel,torso,49,stomach virus (Y) / rest (CBC) (DTD),Bruins,RW
929,10/6/15,BOS,Seth Griffith,ul,17,placed on IR with knee injury,Bruins,C
930,2/26/11,BOS,Shane Hnidy,torso,35,placed on IR with shoulder injury,Bruins,G
932,11/6/08,BOS,Shane Hnidy,torso,3,lower body injury (DTD),Bruins,G
934,1/8/09,BOS,Shane Hnidy,head,20,left eye injury (DTD),Bruins,G
936,11/9/07,BOS,Shawn Thornton,ll,43,placed on IR with foot injury,Bruins,RW
937,2/1/13,BOS,Shawn Thornton,head,9,placed on IR with concussion,Bruins,RW
938,11/7/07,BOS,Shawn Thornton,ll,1,foot injury (DTD),Bruins,RW
939,4/1/10,BOS,Shawn Thornton,torso,363,upper body injury (DTD),Bruins,RW
940,3/11/07,BOS,Shean Donovan,ul,5,sprained knee (DTD),Bruins,RW
941,3/8/09,BOS,Stephane Yelle,torso,29,upper body injury (DTD),Bruins,C
942,10/5/11,BOS,Steven Kampfer,ul,15,placed on IR with sprained MCL in knee,Bruins,C
945,3/5/11,BOS,Steven Kampfer,head,5,concussion (DTD),Bruins,C
948,5/14/11,BOS,Steven Kampfer,ul,25,knee injury (DTD),Bruins,C
951,3/9/17,BOS,Tim Schaller,torso,5,lower body injury (DTD),Bruins,C
952,12/6/07,BOS,Tim Thomas,torso,9,placed on IR with lower body injury,Bruins,C
954,10/28/14,BOS,Torey Krug,la,13,placed on IR with fractured finger,Bruins,D
957,12/27/15,BOS,Torey Krug,torso,116,upper body injury (DTD),Bruins,D
961,10/26/16,BOS,Tuukka Rask,torso,3,placed on IR with lower body injury,Bruins,G
962,3/4/12,BOS,Tuukka Rask,ul,1,groin injury (out indefinitely),Bruins,G
963,1/22/17,BOS,Tuukka Rask,head,41,migraine headache (DTD),Bruins,G
964,12/6/07,BOS,Vladimir Sobotka,torso,2,shoulder injury (DTD),Bruins,C
965,3/24/10,BOS,Vladimir Sobotka,head,35,head injury (DTD),Bruins,C
966,12/15/15,BOS,Zac Rinaldo,torso,7,placed on IR with upper body injury,Bruins,LW
967,10/23/14,BOS,Zdeno Chara,ul,1,placed on IR with knee injury,Bruins,G
971,3/9/08,BOS,Zdeno Chara,torso,1,upper body injury (DTD),Bruins,G
975,12/11/11,BOS,Zdeno Chara,ll,4,leg injury (DTD),Bruins,G
979,11/23/16,BOS,Zdeno Chara,torso,24,lower body injury (DTD),Bruins,G
983,11/6/07,BUF,Adam Mair,ll,1,right ankle injury (out indefinitely),Sabres,RW
984,3/16/09,BUF,Adam Mair,ul,17,knee injury (DTD),Sabres,RW
985,10/5/07,BUF,Ales Kotalik,ul,407,knee injury (DTD),Sabres,RW
986,2/24/13,BUF,Alexander Sulzer,torso,296,placed on IR with lower body injury,Sabres,D
989,3/8/14,BUF,Alexander Sulzer,torso,1,lower body injury (DTD),Sabres,D
992,3/15/14,BUF,Alexander Sulzer,ua,365,arm injury (out for season),Sabres,D
995,4/8/15,BUF,Andre Benoit,torso,365,upper body injury (out for season),Sabres,RW
996,11/29/14,BUF,Andrej Meszaros,head,8,head injury (DTD),Sabres,G
998,3/16/15,BUF,Andrej Meszaros,la,40,hand injury (DTD),Sabres,G
1000,1/15/09,BUF,Andrej Sekera,torso,29,placed on IR with lower body injury,Sabres,RW
1004,10/12/09,BUF,Andrej Sekera,torso,19,placed on IR with rib injury,Sabres,RW
1008,12/31/11,BUF,Andrej Sekera,torso,16,placed on IR with upper body injury,Sabres,RW
1012,10/26/10,BUF,Andrej Sekera,torso,14,upper body injury (DTD),Sabres,RW
1016,2/3/13,BUF,Andrej Sekera,ll,6,left ankle injury (DTD),Sabres,RW
1020,3/17/13,BUF,Andrej Sekera,torso,58,upper body injury (DTD),Sabres,RW
1024,3/3/07,BUF,Andrew Peters,torso,642,upper body injury (DTD),Sabres,LW
1025,10/7/15,BUF,Bobby Sanguinetti,torso,15,placed on IR with upper body injury (CBS S T),Sabres,LW
1027,11/24/11,BUF,Brad Boyes,ul,32,placed on IR with right knee injury,Sabres,RW
1028,1/16/12,BUF,Brayden McNabb,head,17,placed on IR with concussion,Sabres,LW
1030,1/14/12,BUF,Brayden McNabb,head,31,concussion (DTD),Sabres,LW
1032,10/7/15,BUF,Brendan Guhle,torso,6,placed on IR with upper body injury,Sabres,D
1034,1/13/15,BUF,Brian Gionta,torso,14,placed on IR with upper body injury,Sabres,RW
1035,12/23/14,BUF,Brian Gionta,torso,289,upper body injury (DTD),Sabres,RW
1038,3/6/15,BUF,Chad Johnson,torso,365,lower body injury (out for season),Sabres,C
1039,4/7/14,BUF,Chad Ruhwedel,head,365,concussion (out for season),Sabres,C
1040,12/13/09,BUF,Chris Butler,ll,14,placed on IR with ankle injury,Sabres,G
1042,12/3/09,BUF,Chris Butler,ll,1,ankle injury (DTD),Sabres,G
1044,3/12/11,BUF,Chris Butler,torso,41,upper body injury (DTD),Sabres,G
1046,3/7/14,BUF,Chris Stewart,ul,1,right knee injury (DTD),Sabres,D
1048,4/13/14,BUF,Chris Stewart,torso,365,lower body injury (out for season),Sabres,D
1050,1/14/12,BUF,Christian Ehrhoff,torso,10,placed on IR with upper body injury,Sabres,G
1053,12/31/11,BUF,Christian Ehrhoff,torso,9,upper body injury (DTD),Sabres,G
1056,3/28/12,BUF,Christian Ehrhoff,ul,8,knee injury (out for season),Sabres,G
1059,11/8/13,BUF,Christian Ehrhoff,torso,19,lower body injury (DTD),Sabres,G
1062,2/21/16,BUF,Cody Franson,head,12,neck injury (out for season),Sabres,LW
1065,12/22/16,BUF,Cody Franson,torso,6,lower body injury (DTD),Sabres,LW
1068,2/9/17,BUF,Cody Franson,ll,45,foot injury (DTD),Sabres,LW
1071,1/1/14,BUF,Cody Hodgson,la,10,placed on IR with left leg / left hand/finger (CBC) injury,Sabres,C
1072,12/12/13,BUF,Cody Hodgson,torso,8,lower body injury (DTD),Sabres,C
1073,11/26/11,BUF,Cody McCormick,torso,11,placed on IR with upper body injury,Sabres,RW
1074,1/18/13,BUF,Cody McCormick,la,15,placed on IR with finger injury,Sabres,RW
1075,10/19/13,BUF,Cody McCormick,torso,6,placed on IR with lower body injury,Sabres,RW
1077,12/17/13,BUF,Cody McCormick,torso,70,placed on IR with upper body injury,Sabres,RW
1078,12/2/14,BUF,Cody McCormick,head,2,placed on IR with concussion,Sabres,RW
1079,12/20/14,BUF,Cody McCormick,torso,7,placed on IR with lower body injury,Sabres,RW
1080,1/11/15,BUF,Cody McCormick,ll,14,placed on IR with blood clot in leg (out for season),Sabres,RW
1081,11/16/11,BUF,Cody McCormick,torso,1,upper body injury (DTD),Sabres,RW
1082,11/23/14,BUF,Cody McCormick,head,1,concussion (DTD),Sabres,RW
1083,12/12/14,BUF,Cody McCormick,torso,60,lower body injury (DTD),Sabres,RW
1084,12/20/11,BUF,Colin Stuart,torso,57,placed on IR with lower body injury,Sabres,G
1085,12/20/11,BUF,Corey Tropp,torso,10,placed on IR with upper body injury,Sabres,RW
1086,10/1/13,BUF,Corey Tropp,head,32,placed on IR with jaw injury,Sabres,RW
1087,12/10/11,BUF,Corey Tropp,torso,11,upper body injury (DTD),Sabres,RW
1088,10/22/08,BUF,Craig Rivet,ul,12,placed on IR with arthroscopic knee surgery (out 3-5 weeks),Sabres,G
1093,12/12/08,BUF,Craig Rivet,torso,25,placed on IR with shoulder injury,Sabres,G
1098,12/1/08,BUF,Craig Rivet,torso,12,upper body injury (DTD),Sabres,G
1103,11/28/09,BUF,Craig Rivet,ll,1,leg injury (DTD),Sabres,G
1108,9/26/10,BUF,Craig Rivet,torso,27,shoulder injury (DTD),Sabres,G
1113,2/12/16,BUF,Daniel Catenacci,head,7,placed on IR with head injury,Sabres,C
1114,3/20/07,BUF,Daniel Paille,la,1,broken finger (DTD),Sabres,LW
1115,1/6/08,BUF,Daniel Paille,head,19,head injury (DTD),Sabres,LW
1116,2/17/17,BUF,Derek Grant,torso,7,placed on IR with shoulder injury,Sabres,C
1118,12/24/10,BUF,Derek Roy,ul,123,placed on IR with surgery to repair torn left quadriceps tendon (out for season),Sabres,C
1119,1/7/08,BUF,Derek Roy,torso,1461,shoulder injury (DTD),Sabres,C
1120,10/25/07,BUF,Dmitri Kalinin,ul,5,right knee injury (out indefinitely),Sabres,C
1122,3/11/08,BUF,Dmitri Kalinin,torso,10,shoulder injury (DTD),Sabres,C
1124,12/5/16,BUF,Dmitry Kulikov,back,4,placed on IR with back injury,Sabres,C
1128,1/5/17,BUF,Dmitry Kulikov,torso,19,placed on IR with lower body injury,Sabres,C
1132,10/1/16,BUF,Dmitry Kulikov,torso,155,middle body injury (DTD),Sabres,C
1136,1/9/14,BUF,Drew Stafford,torso,6,placed on IR with upper body injury,Sabres,RW
1137,1/30/14,BUF,Drew Stafford,torso,4,placed on IR with upper body injury,Sabres,RW
1138,11/23/07,BUF,Drew Stafford,torso,1,shoulder injury (DTD),Sabres,RW
1139,12/28/07,BUF,Drew Stafford,head,1,concussion (DTD),Sabres,RW
1140,2/1/08,BUF,Drew Stafford,ll,14,sprained right ankle (DTD),Sabres,RW
1141,11/14/09,BUF,Drew Stafford,ul,1,hip flexor (DTD),Sabres,RW
1142,4/11/10,BUF,Drew Stafford,head,1,concussion (DTD),Sabres,RW
1143,11/6/10,BUF,Drew Stafford,torso,13,upper body injury (out indefinitely),Sabres,RW
1144,1/19/11,BUF,Drew Stafford,ul,5,groin injury (DTD),Sabres,RW
1145,1/3/14,BUF,Drew Stafford,torso,330,upper body injury (out indefinitely),Sabres,RW
1146,10/27/15,BUF,Evander Kane,ul,23,placed on IR with sprained MCL in knee,Sabres,LW
1147,11/1/16,BUF,Evander Kane,torso,8,placed on IR with cracked ribs,Sabres,LW
1148,10/25/15,BUF,Evander Kane,ul,10,sprained MCL in knee (DTD),Sabres,LW
1149,3/29/16,BUF,Evander Kane,torso,199,upper body injury (out for season),Sabres,LW
1150,1/21/09,BUF,Henrik Tallinder,torso,31,placed on IR with right shoulder injury,Sabres,C
1155,10/8/13,BUF,Henrik Tallinder,torso,6,placed on IR with upper body injury,Sabres,C
1160,1/3/14,BUF,Henrik Tallinder,torso,18,placed on IR with upper body injury,Sabres,C
1165,11/25/07,BUF,Henrik Tallinder,torso,3,shoulder injury (DTD),Sabres,C
1170,10/26/08,BUF,Henrik Tallinder,ll,11,lower leg laceration / ankle injury (DTD),Sabres,C
1175,10/5/13,BUF,Henrik Tallinder,torso,180,upper body injury (DTD),Sabres,C
1180,10/31/16,BUF,Hudson Fasching,ul,38,groin injury (DTD),Sabres,RW
1181,10/16/16,BUF,Jack Eichel,ll,44,placed on IR with ankle injury,Sabres,C
1182,10/12/16,BUF,Jack Eichel,ll,7,ankle injury (DTD),Sabres,C
1183,1/21/17,BUF,Jake McCabe,torso,47,shoulder injury (DTD),Sabres,D
1185,10/16/07,BUF,Jaroslav Spacek,torso,7,shoulder injury (DTD),Sabres,D
