date,team,player,injury,duration,notes,long_name
2011-01-15,BOS,Andrew Ference,torso,413,upper body / hip (CBC) injury (DTD),Bruins
2016-10-25,BOS,Anton Khudobin,torso,25,placed on IR with upper body injury,Bruins
2016-10-10,BOS,Austin Czarnik,head,1,placed on IR with concussion,Bruins
2017-02-07,BOS,Austin Czarnik,torso,16,placed on IR with lower body injury,Bruins
2012-03-11,BOS,Benoit Pouliot,torso,lower body injury (DTD),lower body injury (DTD),Bruins
2007-10-06,BOS,Bobby Allen,torso,164,back spasms (DTD),Bruins
2013-02-06,BOS,Brad Marchand,torso,1,upper body injury (DTD),Bruins
2013-04-11,BOS,Brad Marchand,head,914,concussion (DTD),Bruins
2015-03-04,BOS,Brett Connolly,la,1,fractured right finger (out indefinitely),Bruins
2016-03-31,BOS,Brett Connolly,torso,365,lower body injury (out for season),Bruins
2016-10-11,BOS,Brian Ferlin,torso,placed on IR with lower body injury,placed on IR with lower body injury,Bruins
2009-11-01,BOS,Byron Bitz,ul,1,groin injury (DTD),Bruins
2010-01-09,BOS,Byron Bitz,torso,back injury (DTD),back injury (DTD),Bruins
2013-09-28,BOS,Carl Soderberg,ll,21,placed on IR with ankle injury,Bruins
2013-12-28,BOS,Carl Soderberg,head,concussion (DTD),concussion (DTD),Bruins
2013-03-14,BOS,Chris Kelly,ll,25,placed on IR with fractured left tibia,Bruins
2013-12-08,BOS,Chris Kelly,ll,51,placed on IR with fractured right fibula,Bruins
2015-11-04,BOS,Chris Kelly,ll,1,placed on IR with fractured femur in left leg (out for season),Bruins
2014-04-10,BOS,Chris Kelly,torso,365,back injury (out for season),Bruins
2008-10-11,BOS,Chuck Kobasew,ll,28,placed on IR with fractured right leg/ankle,Bruins
2007-03-27,BOS,Chuck Kobasew,head,1,concussion (out indefinitely),Bruins
2008-02-13,BOS,Chuck Kobasew,torso,1,back injury (DTD),Bruins
2008-02-26,BOS,Chuck Kobasew,ul,1,groin injury (DTD),Bruins
2008-03-28,BOS,Chuck Kobasew,ll,1,fractured left tibia (out indefinitely),Bruins
2009-02-12,BOS,Chuck Kobasew,torso,upper body injury (DTD),upper body injury (DTD),Bruins
2017-01-20,BOS,Colin Miller,torso,4,placed on IR with lower body injury,Bruins
2015-11-14,BOS,Colin Miller,torso,424,lower body injury (DTD),Bruins
2011-11-08,BOS,Daniel Paille,head,1,"broken nose, facial lacerations (DTD)",Bruins
2011-11-10,BOS,Daniel Paille,torso,1,surgery to repair facial injuries (DTD),Bruins
2011-12-09,BOS,Daniel Paille,head,1,concussion (DTD),Bruins
2012-03-04,BOS,Daniel Paille,ua,1,arm injury (DTD),Bruins
2013-02-02,BOS,Daniel Paille,head,435,eye injury (DTD),Bruins
2016-11-01,BOS,David Backes,ua,4,placed on IR with elbow injury,Bruins
2016-10-25,BOS,David Backes,ua,1,elbow injury (DTD),Bruins
2016-12-30,BOS,David Backes,head,concussion (DTD),concussion (DTD),Bruins
2014-11-30,BOS,David Krejci,torso,17,placed on IR with lower body injury,Bruins
2015-02-21,BOS,David Krejci,ul,33,placed on IR with torn MCL in knee,Bruins
2015-12-28,BOS,David Krejci,torso,24,placed on IR with upper body injury,Bruins
2010-05-06,BOS,David Krejci,la,1,broken / dislocated right wrist (out for season),Bruins
2010-11-07,BOS,David Krejci,head,1,concussion (DTD),Bruins
2011-10-11,BOS,David Krejci,ll,1,leg injury (DTD),Bruins
2013-03-18,BOS,David Krejci,ul,1134,bruised right knee (DTD),Bruins
2015-11-21,BOS,David Pastrnak,ll,37,placed on IR with foot injury,Bruins
2015-11-03,BOS,David Pastrnak,ll,1,foot injury (DTD),Bruins
2016-01-13,BOS,David Pastrnak,torso,1,upper body injury (DTD),Bruins
2016-12-16,BOS,David Pastrnak,ua,surgery on right elbow (DTD),surgery on right elbow (DTD),Bruins
2014-11-07,BOS,David Warsofsky,ul,32,placed on IR with groin injury (date 11-10 per CBC),Bruins
2013-12-28,BOS,Dennis Seidenberg,ul,1,placed on IR with torn ACL in right knee (out for season),Bruins
2015-10-06,BOS,Dennis Seidenberg,torso,37,placed on IR with surgery on back,Bruins
2010-04-05,BOS,Dennis Seidenberg,la,1,left wrist injury (DTD),Bruins
2012-03-29,BOS,Dennis Seidenberg,ll,1,leg injury (DTD),Bruins
2013-01-21,BOS,Dennis Seidenberg,torso,1,lower body injury (DTD),Bruins
2013-12-28,BOS,Dennis Seidenberg,ul,1,surgery on right knee to repair torn ACL (out for season),Bruins
2016-04-01,BOS,Dennis Seidenberg,torso,365,lower body injury (out for season),Bruins
2008-04-12,BOS,Dennis Wideman,torso,1,upper body injury (DTD),Bruins
2010-01-16,BOS,Dennis Wideman,ul,left knee injury (DTD),left knee injury (DTD),Bruins
2013-12-16,BOS,Dougie Hamilton,torso,17,placed on IR with lower body injury,Bruins
2013-12-09,BOS,Dougie Hamilton,torso,1,lower body injury (DTD),Bruins
2014-01-14,BOS,Dougie Hamilton,head,concussion (DTD),concussion (DTD),Bruins
2016-10-11,BOS,Frank Vatrano,ll,66,placed on IR with foot injury,Bruins
2015-11-21,BOS,Frank Vatrano,torso,upper body injury (DTD),upper body injury (DTD),Bruins
2007-03-08,BOS,Glen Murray,torso,1,lower body injury (out indefinitely),Bruins
2007-12-22,BOS,Glen Murray,ul,hip flexor injury (DTD),hip flexor injury (DTD),Bruins
2014-10-06,BOS,Gregory Campbell,torso,10,placed on IR with strained abdominal muscle,Bruins
2011-12-12,BOS,Gregory Campbell,ll,1,left foot injury (DTD),Bruins
2015-02-24,BOS,Gregory Campbell,torso,upper body injury (DTD),upper body injury (DTD),Bruins
2014-04-02,BOS,Jarome Iginla,torso,lower body injury (DTD),lower body injury (DTD),Bruins
2008-03-30,BOS,Jeremy Reich,head,head injury (DTD),head injury (DTD),Bruins
2012-04-22,BOS,Joe Corvo,ul,365,bruised left knee (out for season),Bruins
2016-12-03,BOS,John-Michael Liles,head,35,placed on IR with concussion,Bruins
2016-03-25,BOS,John-Michael Liles,torso,1,lower body injury (DTD),Bruins
2016-11-28,BOS,John-Michael Liles,head,concussion (DTD),concussion (DTD),Bruins
2013-03-27,BOS,Johnny Boychuk,ll,3,placed on IR with foot injury,Bruins
2010-02-07,BOS,Johnny Boychuk,head,1,fractured orbital bone (DTD),Bruins
2012-04-04,BOS,Johnny Boychuk,ul,1,sprained left knee (out for season),Bruins
2013-03-23,BOS,Johnny Boychuk,ll,1,foot/leg injury (DTD),Bruins
2013-11-02,BOS,Johnny Boychuk,torso,1,upper body injury (DTD),Bruins
2014-03-17,BOS,Johnny Boychuk,ll,leg injury (DTD),leg injury (DTD),Bruins
2016-02-01,BOS,Jonas Gustavsson,head,3,placed on IR with heart ailment,Bruins
2015-12-08,BOS,Joonas Kemppainen,torso,28,placed on IR with upper body injury,Bruins
2014-01-04,BOS,Jordan Caron,torso,back injury (DTD),back injury (DTD),Bruins
2014-10-18,BOS,Kevan Miller,torso,33,placed on IR with shoulder injury,Bruins
2015-02-17,BOS,Kevan Miller,torso,288,placed on IR with shoulder injury (out for season),Bruins
2016-10-11,BOS,Kevan Miller,la,44,placed on IR with left hand injury,Bruins
2014-04-05,BOS,Kevan Miller,torso,1,body soreness (DTD),Bruins
2016-04-01,BOS,Kevan Miller,ll,1,leg injury (DTD),Bruins
2017-01-15,BOS,Kevan Miller,head,concussion (DTD),concussion (DTD),Bruins
2016-01-19,BOS,Landon Ferraro,torso,lower body injury (DTD),lower body injury (DTD),Bruins
2009-09-30,BOS,Levi Nelson,torso,78,placed on IR with collarbone injury,Bruins
2013-12-08,BOS,Loui Eriksson,head,34,placed on IR with concussion (CBS),Bruins
2013-10-24,BOS,Loui Eriksson,head,1,concussion (DTD),Bruins
2014-03-04,BOS,Loui Eriksson,ll,1,heel injury (DTD),Bruins
2015-01-08,BOS,Loui Eriksson,la,bruised right hand (DTD),bruised right hand (DTD),Bruins
2007-11-09,BOS,Manny Fernandez,ul,27,placed on IR with left knee injury,Bruins
2007-10-30,BOS,Manny Fernandez,ul,1,left knee injury (DTD),Bruins
2009-01-27,BOS,Manny Fernandez,torso,back injury (DTD),back injury (DTD),Bruins
2009-10-21,BOS,Marc Savard,ll,1,placed on IR with fractured left foot,Bruins
2011-02-07,BOS,Marc Savard,head,1,placed on IR with post-concussion syndrome,Bruins
2007-10-10,BOS,Marc Savard,ul,1,groin injury (DTD),Bruins
2008-03-25,BOS,Marc Savard,torso,1,back injury (DTD),Bruins
2009-05-12,BOS,Marc Savard,ul,1,right knee injury (DTD),Bruins
2010-03-08,BOS,Marc Savard,head,321,concussion (out indefinitely),Bruins
2008-12-13,BOS,Marco Sturm,head,5,placed on IR with post-concussion symptoms,Bruins
2008-12-20,BOS,Marco Sturm,ul,406,placed on IR with knee injury (out for season),Bruins
2007-12-12,BOS,Marco Sturm,head,1,eye injury (DTD),Bruins
2008-11-19,BOS,Marco Sturm,torso,1,upper body injury (DTD),Bruins
2008-12-18,BOS,Marco Sturm,ul,1,knee injury (out for season),Bruins
2010-01-16,BOS,Marco Sturm,ll,1,leg injury (DTD),Bruins
2010-05-02,BOS,Marco Sturm,ul,3000,torn ACL and MCL in right knee (out indefinitely),Bruins
2009-12-16,BOS,Mark Stuart,torso,31,placed on IR with broken sternum,Bruins
2011-01-09,BOS,Mark Stuart,la,7,placed on IR with broken hand,Bruins
2010-02-01,BOS,Mark Stuart,la,310,broken right pinky finger (DTD),Bruins
2014-04-18,BOS,Matt Bartkowski,la,wrist injury (DTD),wrist injury (DTD),Bruins
2016-12-14,BOS,Matt Beleskey,ul,37,placed on IR with right knee injury,Bruins
2015-10-21,BOS,Matt Beleskey,torso,1,upper body injury (DTD),Bruins
2016-04-14,BOS,Matt Beleskey,la,1,surgery on left hand (out for season),Bruins
2016-12-04,BOS,Matt Beleskey,ul,1,right hip injury (DTD),Bruins
2009-04-18,BOS,Matt Hunwick,torso,0,spleen injury (out for season),Bruins
2012-03-13,BOS,Maxime Sauve,ul,hip injury (DTD),hip injury (DTD),Bruins
2009-02-06,BOS,Michael Ryder,torso,fracture facial bone (DTD),fracture facial bone (DTD),Bruins
2009-10-18,BOS,Milan Lucic,la,32,placed on IR with broken finger,Bruins
2009-12-15,BOS,Milan Lucic,ll,23,placed on IR high left ankle sprain,Bruins
2007-11-24,BOS,Milan Lucic,head,1,head injury (DTD),Bruins
2009-02-05,BOS,Milan Lucic,ll,1,foot injury (DTD),Bruins
2009-02-28,BOS,Milan Lucic,torso,1,upper body injury (DTD),Bruins
2009-10-17,BOS,Milan Lucic,la,1,broken finger (out indefinitely),Bruins
2009-11-26,BOS,Milan Lucic,ll,high left ankle sprain (DTD),high left ankle sprain (DTD),Bruins
2010-02-12,BOS,Miroslav Satan,la,1,right hand injury (DTD),Bruins
2010-03-11,BOS,Miroslav Satan,ul,groin injury (DTD),groin injury (DTD),Bruins
2012-02-17,BOS,Nathan Horton,head,1,placed on IR with concussion (out for season),Bruins
2013-04-21,BOS,Nathan Horton,torso,53,upper body injury (out indefinitely),Bruins
2016-11-19,BOS,Noel Acciari,torso,18,placed on IR with lower body injury,Bruins
2016-11-08,BOS,Noel Acciari,torso,lower body injury (DTD),lower body injury (DTD),Bruins
2007-03-08,BOS,P.J. Axelsson,la,1,broken wrist (out indefinitely),Bruins
2008-01-12,BOS,P.J. Axelsson,ll,foot injury (DTD),foot injury (DTD),Bruins
2008-12-31,BOS,Patrice Bergeron,head,1,placed on IR with concussion,Bruins
2007-10-27,BOS,Patrice Bergeron,head,1,concussion (left game),Bruins
2009-04-10,BOS,Patrice Bergeron,ll,1,right foot injury (DTD),Bruins
2010-01-05,BOS,Patrice Bergeron,la,1,fractured right thumb (DTD),Bruins
2010-03-02,BOS,Patrice Bergeron,ul,1,groin injury (DTD),Bruins
2011-05-07,BOS,Patrice Bergeron,head,1,concussion (DTD),Bruins
2012-03-11,BOS,Patrice Bergeron,ll,1,foot injury (DTD),Bruins
2013-04-03,BOS,Patrice Bergeron,head,1,concussion (DTD),Bruins
2016-10-12,BOS,Patrice Bergeron,torso,lower body injury (DTD),lower body injury (DTD),Bruins
2008-02-07,BOS,Peter Schaefer,ll,bruised shin (DTD),bruised shin (DTD),Bruins
2009-02-27,BOS,Petteri Nokelainen,head,1,placed on IR with eye injury,Bruins
2008-12-13,BOS,Petteri Nokelainen,ua,1,arm injury (DTD),Bruins
2009-02-12,BOS,Petteri Nokelainen,head,eye contusion (DTD),eye contusion (DTD),Bruins
2009-04-11,BOS,Phil Kessel,torso,stomach virus (Y) / rest (CBC) (DTD),stomach virus (Y) / rest (CBC) (DTD),Bruins
2012-02-16,BOS,Rich Peverley,ul,3000,sprained MCL in right knee (out indefinitely),Bruins
2017-03-07,BOS,Ryan Spooner,head,3000,concussion (out indefinitely),Bruins
2015-10-06,BOS,Seth Griffith,ul,17,placed on IR with knee injury,Bruins
2011-02-26,BOS,Shane Hnidy,torso,35,placed on IR with shoulder injury,Bruins
2008-11-06,BOS,Shane Hnidy,torso,1,lower body injury (DTD),Bruins
2009-01-08,BOS,Shane Hnidy,head,left eye injury (DTD),left eye injury (DTD),Bruins
2007-11-09,BOS,Shawn Thornton,ll,43,placed on IR with foot injury,Bruins
2013-02-01,BOS,Shawn Thornton,head,9,placed on IR with concussion,Bruins
2007-11-07,BOS,Shawn Thornton,ll,1,foot injury (DTD),Bruins
2010-04-01,BOS,Shawn Thornton,torso,363,upper body injury (DTD),Bruins
2007-03-11,BOS,Shean Donovan,ul,sprained knee (DTD),sprained knee (DTD),Bruins
2009-03-08,BOS,Stephane Yelle,torso,upper body injury (DTD),upper body injury (DTD),Bruins
2011-10-05,BOS,Steven Kampfer,ul,15,placed on IR with sprained MCL in knee,Bruins
2011-03-05,BOS,Steven Kampfer,head,1,concussion (DTD),Bruins
2011-05-14,BOS,Steven Kampfer,ul,knee injury (DTD),knee injury (DTD),Bruins
2017-03-09,BOS,Tim Schaller,torso,lower body injury (DTD),lower body injury (DTD),Bruins
2007-12-06,BOS,Tim Thomas,torso,9,placed on IR with lower body injury,Bruins
2014-10-28,BOS,Torey Krug,la,13,placed on IR with fractured finger,Bruins
2015-12-27,BOS,Torey Krug,torso,116,upper body injury (DTD),Bruins
2010-09-14,BOS,Trent Whitfield,ll,3000,torn Achilles tendon (out indefinitely),Bruins
2016-10-26,BOS,Tuukka Rask,torso,3,placed on IR with lower body injury,Bruins
2012-03-04,BOS,Tuukka Rask,ul,1,groin injury (out indefinitely),Bruins
2017-01-22,BOS,Tuukka Rask,head,migraine headache (DTD),migraine headache (DTD),Bruins
2007-12-06,BOS,Vladimir Sobotka,torso,1,shoulder injury (DTD),Bruins
2010-03-24,BOS,Vladimir Sobotka,head,head injury (DTD),head injury (DTD),Bruins
2015-12-15,BOS,Zac Rinaldo,torso,7,placed on IR with upper body injury,Bruins
2014-10-23,BOS,Zdeno Chara,ul,1,placed on IR with knee injury,Bruins
2008-03-09,BOS,Zdeno Chara,torso,1,upper body injury (DTD),Bruins
2011-12-11,BOS,Zdeno Chara,ll,1,leg injury (DTD),Bruins
2016-11-23,BOS,Zdeno Chara,torso,lower body injury (DTD),lower body injury (DTD),Bruins
2007-11-06,BUF,Adam Mair,ll,1,right ankle injury (out indefinitely),Sabres
2009-03-16,BUF,Adam Mair,ul,knee injury (DTD),knee injury (DTD),Sabres
2007-10-05,BUF,Ales Kotalik,ul,407,knee injury (DTD),Sabres
2013-02-24,BUF,Alexander Sulzer,torso,296,placed on IR with lower body injury,Sabres
2014-03-08,BUF,Alexander Sulzer,torso,1,lower body injury (DTD),Sabres
2014-03-15,BUF,Alexander Sulzer,ua,365,arm injury (out for season),Sabres
2015-04-08,BUF,Andre Benoit,torso,365,upper body injury (out for season),Sabres
2014-11-29,BUF,Andrej Meszaros,head,1,head injury (DTD),Sabres
2015-03-16,BUF,Andrej Meszaros,la,hand injury (DTD),hand injury (DTD),Sabres
2009-01-15,BUF,Andrej Sekera,torso,29,placed on IR with lower body injury,Sabres
2009-10-12,BUF,Andrej Sekera,torso,19,placed on IR with rib injury,Sabres
2011-12-31,BUF,Andrej Sekera,torso,16,placed on IR with upper body injury,Sabres
2010-10-26,BUF,Andrej Sekera,torso,1,upper body injury (DTD),Sabres
2013-02-03,BUF,Andrej Sekera,ll,1,left ankle injury (DTD),Sabres
2013-03-17,BUF,Andrej Sekera,torso,upper body injury (DTD),upper body injury (DTD),Sabres
2007-03-03,BUF,Andrew Peters,torso,642,upper body injury (DTD),Sabres
2015-10-07,BUF,Bobby Sanguinetti,torso,15,placed on IR with upper body injury (CBS S T),Sabres
2011-11-24,BUF,Brad Boyes,ul,32,placed on IR with right knee injury,Sabres
2012-01-16,BUF,Brayden McNabb,head,17,placed on IR with concussion,Sabres
2012-01-14,BUF,Brayden McNabb,head,concussion (DTD),concussion (DTD),Sabres
2015-10-07,BUF,Brendan Guhle,torso,6,placed on IR with upper body injury,Sabres
2015-01-13,BUF,Brian Gionta,torso,14,placed on IR with upper body injury,Sabres
2014-12-23,BUF,Brian Gionta,torso,289,upper body injury (DTD),Sabres
2015-11-05,BUF,Carlo Colaiacovo,torso,134,upper body injury (DTD),Sabres
2015-03-06,BUF,Chad Johnson,torso,365,lower body injury (out for season),Sabres
2014-04-07,BUF,Chad Ruhwedel,head,365,concussion (out for season),Sabres
2009-12-13,BUF,Chris Butler,ll,14,placed on IR with ankle injury,Sabres
2009-12-03,BUF,Chris Butler,ll,1,ankle injury (DTD),Sabres
2011-03-12,BUF,Chris Butler,torso,upper body injury (DTD),upper body injury (DTD),Sabres
2014-03-07,BUF,Chris Stewart,ul,1,right knee injury (DTD),Sabres
2014-04-13,BUF,Chris Stewart,torso,365,lower body injury (out for season),Sabres
2012-01-14,BUF,Christian Ehrhoff,torso,10,placed on IR with upper body injury,Sabres
2011-12-31,BUF,Christian Ehrhoff,torso,1,upper body injury (DTD),Sabres
2012-03-28,BUF,Christian Ehrhoff,ul,1,knee injury (out for season),Sabres
2013-11-08,BUF,Christian Ehrhoff,torso,lower body injury (DTD),lower body injury (DTD),Sabres
2016-02-21,BUF,Cody Franson,head,1,neck injury (out for season),Sabres
2016-12-22,BUF,Cody Franson,torso,1,lower body injury (DTD),Sabres
2017-02-09,BUF,Cody Franson,ll,foot injury (DTD),foot injury (DTD),Sabres
2014-01-01,BUF,Cody Hodgson,la,10,placed on IR with left leg / left hand/finger (CBC) injury,Sabres
2013-12-12,BUF,Cody Hodgson,torso,8,lower body injury (DTD),Sabres
2011-11-26,BUF,Cody McCormick,torso,11,placed on IR with upper body injury,Sabres
2013-01-18,BUF,Cody McCormick,la,15,placed on IR with finger injury,Sabres
2013-10-19,BUF,Cody McCormick,torso,6,placed on IR with lower body injury,Sabres
2013-11-22,BUF,Cody McCormick,torso,12,placed on IR with upper body injury,Sabres
2013-12-17,BUF,Cody McCormick,torso,70,placed on IR with upper body injury,Sabres
2014-12-02,BUF,Cody McCormick,head,2,placed on IR with concussion,Sabres
2014-12-20,BUF,Cody McCormick,torso,7,placed on IR with lower body injury,Sabres
2015-01-11,BUF,Cody McCormick,ll,1,placed on IR with blood clot in leg (out for season),Sabres
2011-11-16,BUF,Cody McCormick,torso,1,upper body injury (DTD),Sabres
2014-11-23,BUF,Cody McCormick,head,1,concussion (DTD),Sabres
2014-12-12,BUF,Cody McCormick,torso,lower body injury (DTD),lower body injury (DTD),Sabres
2011-12-20,BUF,Colin Stuart,torso,placed on IR with lower body injury,placed on IR with lower body injury,Sabres
2011-12-20,BUF,Corey Tropp,torso,1,placed on IR with upper body injury,Sabres
2013-10-01,BUF,Corey Tropp,head,32,placed on IR with jaw injury,Sabres
2011-12-10,BUF,Corey Tropp,torso,upper body injury (DTD),upper body injury (DTD),Sabres
2008-10-22,BUF,Craig Rivet,ul,12,placed on IR with arthroscopic knee surgery (out 3-5 weeks),Sabres
2008-12-12,BUF,Craig Rivet,torso,25,placed on IR with shoulder injury,Sabres
2008-12-01,BUF,Craig Rivet,torso,1,upper body injury (DTD),Sabres
2009-11-28,BUF,Craig Rivet,ll,1,leg injury (DTD),Sabres
2010-09-26,BUF,Craig Rivet,torso,27,shoulder injury (DTD),Sabres
2016-02-12,BUF,Daniel Catenacci,head,7,placed on IR with head injury,Sabres
2007-03-20,BUF,Daniel Paille,la,1,broken finger (DTD),Sabres
2008-01-06,BUF,Daniel Paille,head,head injury (DTD),head injury (DTD),Sabres
2017-02-17,BUF,Derek Grant,torso,7,placed on IR with shoulder injury,Sabres
2010-12-24,BUF,Derek Roy,ul,123,placed on IR with surgery to repair torn left quadriceps tendon (out for season),Sabres
2008-01-07,BUF,Derek Roy,torso,1461,shoulder injury (DTD),Sabres
2007-10-25,BUF,Dmitri Kalinin,ul,1,right knee injury (out indefinitely),Sabres
2008-03-11,BUF,Dmitri Kalinin,torso,shoulder injury (DTD),shoulder injury (DTD),Sabres
2016-12-05,BUF,Dmitry Kulikov,torso,4,placed on IR with back injury,Sabres
2017-01-05,BUF,Dmitry Kulikov,torso,19,placed on IR with lower body injury,Sabres
2016-10-01,BUF,Dmitry Kulikov,torso,155,middle body injury (DTD),Sabres
2014-01-09,BUF,Drew Stafford,torso,6,placed on IR with upper body injury,Sabres
2014-01-30,BUF,Drew Stafford,torso,4,placed on IR with upper body injury,Sabres
2007-11-23,BUF,Drew Stafford,torso,1,shoulder injury (DTD),Sabres
2007-12-28,BUF,Drew Stafford,head,1,concussion (DTD),Sabres
2008-02-01,BUF,Drew Stafford,ll,1,sprained right ankle (DTD),Sabres
2009-11-14,BUF,Drew Stafford,ul,1,hip flexor (DTD),Sabres
2010-04-11,BUF,Drew Stafford,head,1,concussion (DTD),Sabres
2010-11-06,BUF,Drew Stafford,torso,1,upper body injury (out indefinitely),Sabres
2011-01-19,BUF,Drew Stafford,ul,1,groin injury (DTD),Sabres
2014-01-03,BUF,Drew Stafford,torso,330,upper body injury (out indefinitely),Sabres
2015-10-27,BUF,Evander Kane,ul,23,placed on IR with sprained MCL in knee,Sabres
2016-11-01,BUF,Evander Kane,torso,8,placed on IR with cracked ribs,Sabres
2015-10-25,BUF,Evander Kane,ul,1,sprained MCL in knee (DTD),Sabres
2016-03-29,BUF,Evander Kane,torso,199,upper body injury (out for season),Sabres
